Ablehnungsgrund,Adresse,Bewerbungsdatum,Bewerbungsquelle,Bewertung Assessment,Bewertung Erstes Gespräch,Bewertung Prescreening,E-Mail,Effektiver Gehalt,Einstellungsdatum,Geburtsdatum,Gehaltsvorstellungen,Geschlecht,Headhunter Firma,Headhunter Name,Interviewer,Job Titel,Kandidaten-ID,Nachname,Standort,Status,StellenID,Telefonnummer,Veröffentlichungsdatum,Vorname,id
Unvollständige Bewerbung,"Pseudonymized, 7989 Appenzell Ausserrhoden",15.01.2024,Headhunter,knapp ungenügend,sehr gut,deutlich ungenügend,pseudonymized_E-Mail_174,90165.25,10.05.2024,18.01.1988,90-100k,M,Ziegler Inc,Teresa Schneider,Greta Berger-Eichenberger,Event Coordinator,f841710d-4188-4e20-9f25-86394e66e74d,pseudonymized_Nachname_174,Zürich,Eingereicht,f103c9e1-5fc3-4f15-97b5-7238c6a604a1,pseudonymized_Telefonnummer_174,25.02.2024,pseudonymized_Vorname_174,ed63
Zu wenig Erfahrung,"Pseudonymized, 5229 Luzern",13.01.2022,Headhunter,knapp ungenügend,genügend,sehr gut,pseudonymized_E-Mail_175,65271.65,24.01.2023,17.03.2005,110-120k,M,Albrecht-Forster,Dr. Petr Siegrist,Ghislaine Walter,HR Specialist,88fc215e-54c9-4e25-a9ad-089ce6433ba5,pseudonymized_Nachname_175,Zürich,Abgelehnt,e0b15369-6aaa-4318-a0a5-e184e63e8cdf,pseudonymized_Telefonnummer_175,25.09.2023,pseudonymized_Vorname_175,0101
Nicht verfügbar,"Pseudonymized, 5108 St. Gallen",06.03.2022,Headhunter,knapp ungenügend,deutlich ungenügend,gut,pseudonymized_E-Mail_176,62141.82,12.12.2023,16.08.1978,70-80k,M,Spörri-Gasser,Ela Imhof Bachmann,Zahra Hug Lutz,Content Creator,a49489b2-a5d7-4023-abd3-d3f283951140,pseudonymized_Nachname_176,Luzern,1. Interview,5c5bece7-9c44-4e46-a726-b0b97aaf9e14,pseudonymized_Telefonnummer_176,09.04.2022,pseudonymized_Vorname_176,fc76
Andere,"Pseudonymized, 5403 Thurgau",26.12.2022,Headhunter,gut,knapp ungenügend,deutlich ungenügend,pseudonymized_E-Mail_177,124634.22,14.08.2023,09.07.1988,80-90k,F,Tanner-Stadelmann,Jasin Näf,Wanda Giger,Budget Analyst,76375d56-1a89-4739-b4a0-1c5a2248f04c,pseudonymized_Nachname_177,Zürich,1. Interview,07c9b513-b318-4a89-8357-7d50b10a23d4,pseudonymized_Telefonnummer_177,05.04.2024,pseudonymized_Vorname_177,6c5d
Zu wenig Erfahrung,"Pseudonymized, 8191 Appenzell Ausserrhoden",28.12.2023,Headhunter,sehr gut,sehr gut,genügend,pseudonymized_E-Mail_178,97078.01,14.01.2024,16.01.1990,100-110k,F,Haas-Näf,Remo Bernasconi,Marijana Blaser Schuler,Software Engineer,883f9428-ff76-4dc1-aaab-5418956eb8c7,pseudonymized_Nachname_178,Luzern,Abgelehnt,cde677a4-5190-44a3-9b78-10b41823eb8f,pseudonymized_Telefonnummer_178,29.05.2024,pseudonymized_Vorname_178,be52
Zu wenig Erfahrung,"Pseudonymized, 4040 Tessin",06.01.2024,Headhunter,sehr gut,sehr gut,genügend,pseudonymized_E-Mail_179,67479.16,28.03.2024,20.07.2001,130-140k,F,Zehnder Inc,Dr. Mercedes Kaiser,Franca Zürcher,Graphic Designer,451b841d-362f-45d1-a950-b545346fbf04,pseudonymized_Nachname_179,Zürich,Prescreening,42d88871-e451-4917-ac4d-73826f2b730e,pseudonymized_Telefonnummer_179,23.04.2024,pseudonymized_Vorname_179,002a
Zu wenig Erfahrung,"Pseudonymized, 5986 Tessin",09.07.2023,Headhunter,genügend,deutlich ungenügend,gut,pseudonymized_E-Mail_180,121553.68,15.01.2024,28.02.1978,110-120k,F,Zehnder Inc,Dr. Mercedes Kaiser,Margret Hasler,Financial Analyst,b6b790cc-d1b2-45f8-bd2e-7b3335dc7b56,pseudonymized_Nachname_180,Bern,Eingereicht,73e9e496-602e-4cf5-a019-6b50a6ec269b,pseudonymized_Telefonnummer_180,20.05.2024,pseudonymized_Vorname_180,5be0
Überqualifiziert,"Pseudonymized, 6431 Genf",20.02.2022,Headhunter,gut,deutlich ungenügend,gut,pseudonymized_E-Mail_181,85525.82,12.09.2022,29.12.1985,60-70k,F,"Roos, Hodel and Favre",Dr. Waldemar Kunz,Manon Bättig,PR Specialist,747401ed-6528-49df-bea3-cc5f98aff26f,pseudonymized_Nachname_181,Luzern,Angebot,b51c35b4-1a74-4655-bbbd-c33c9447b81b,pseudonymized_Telefonnummer_181,17.04.2024,pseudonymized_Vorname_181,06ad
Andere,"Pseudonymized, 3442 Graubünden",01.07.2022,Headhunter,genügend,genügend,deutlich ungenügend,pseudonymized_E-Mail_182,99363.41,19.01.2023,15.03.1984,60-70k,F,Ziegler Inc,Teresa Schneider,Ghislaine Walter,Copywriter,b166f89a-6580-40b3-94b4-587edb8fddb4,pseudonymized_Nachname_182,Luzern,Angebot,86246438-f3e0-4b97-b634-531cc3beb1c7,pseudonymized_Telefonnummer_182,16.11.2022,pseudonymized_Vorname_182,6cbd
Überqualifiziert,"Pseudonymized, 3419 Basel-Landschaft",04.05.2022,Headhunter,knapp ungenügend,genügend,genügend,pseudonymized_E-Mail_183,117899.03,01.11.2023,09.10.1961,120-130k,M,Ziegler Inc,Teresa Schneider,Franca Zürcher,Content Creator,104766e4-682e-40ac-b0a6-1728c31b13c6,pseudonymized_Nachname_183,Bern,Prescreening,ee63db44-5152-4da7-978a-8c38a2b0ab70,pseudonymized_Telefonnummer_183,29.09.2023,pseudonymized_Vorname_183,c7b4
Bessere Kandidaten,"Pseudonymized, 1613 Zug",14.08.2021,LinkedIN Paid Post,genügend,knapp ungenügend,deutlich ungenügend,pseudonymized_E-Mail_184,82081.38,03.06.2024,22.09.1984,60-70k,F,,,Ghislaine Walter,Payroll Specialist,8f4af0c0-c3ad-4152-826d-30a98fce58fe,pseudonymized_Nachname_184,Bern,Eingereicht,36efb581-4d65-435d-ba24-6a5b0a5a6791,pseudonymized_Telefonnummer_184,03.04.2023,pseudonymized_Vorname_184,bb04
Gehaltsvorstellungen zu hoch,Unknown,07.12.2021,Direkt,knapp ungenügend,genügend,gut,pseudonymized_E-Mail_185,69604.53,25.01.2024,1900-01-01,80-90k,M,,,Wanda Giger,Auditor,24137c42-9a89-4618-8d88-069ec7a25d3a,pseudonymized_Nachname_185,Zürich,Eingereicht,5dfc067e-c877-4baf-8d9d-bf71ccd228d3,pseudonymized_Telefonnummer_185,11.01.2024,pseudonymized_Vorname_185,296d
Nicht verfügbar,"Pseudonymized, 9903 Obwalden",16.10.2022,Organic search,knapp ungenügend,sehr gut,gut,pseudonymized_E-Mail_186,92428.41,20.10.2022,1900-01-01,120-130k,F,,,Marijana Blaser Schuler,Recruiter,45f895b2-c2b4-46cd-98f4-1fa6955e9af5,pseudonymized_Nachname_186,Zürich,Prescreening,983fe1b9-c0be-4856-8c94-81b709b2ab03,pseudonymized_Telefonnummer_186,1900-01-01,pseudonymized_Vorname_186,ab07
Zu wenig Erfahrung,"Pseudonymized, 9829 Freiburg",20.12.2020,Meta,knapp ungenügend,knapp ungenügend,gut,pseudonymized_E-Mail_187,102709.94,24.05.2024,15.07.1986,90-100k,F,,,Prof. Layla Küng,HR Specialist,d44118e9-d480-4590-8042-56545c0822a2,pseudonymized_Nachname_187,Bern,Assessment,d491878c-581a-49cb-b2bb-cd40f9a2ee8f,pseudonymized_Telefonnummer_187,17.07.2023,pseudonymized_Vorname_187,0d35
Unvollständige Bewerbung,"Pseudonymized, 7708 Jura",26.07.2022,Google Ads,knapp ungenügend,deutlich ungenügend,gut,pseudonymized_E-Mail_188,78224.96,13.11.2022,29.09.1987,130-140k,M,,,Séverine Huber,Accountant,348b50c8-a090-4c0c-99f4-a688a19c9463,pseudonymized_Nachname_188,Zürich,Prescreening,dcf5f4b9-d239-48b2-ba23-118cfc59e16b,pseudonymized_Telefonnummer_188,12.10.2022,pseudonymized_Vorname_188,9be5
Andere,"Pseudonymized, 4114 Neuenburg",21.01.2023,Direkt,knapp ungenügend,knapp ungenügend,sehr gut,pseudonymized_E-Mail_189,95950.79,08.10.2023,18.09.1959,120-130k,F,,,Séverine Huber,SEO Specialist,539e930a-c5a0-41b8-b041-5384f53cfa5e,pseudonymized_Nachname_189,Luzern,Prescreening,cd7a6036-c9c7-44e4-b394-385ae8c59023,pseudonymized_Telefonnummer_189,10.03.2024,pseudonymized_Vorname_189,359b
Überqualifiziert,"Pseudonymized, 6240 Genf",18.01.2020,LinkedIN Paid Post,knapp ungenügend,genügend,gut,pseudonymized_E-Mail_190,92367.68,07.02.2022,27.04.1988,110-120k,M,,,Franca Zürcher,Financial Analyst,345b098f-3203-4efb-9fa2-0545d14a44a0,pseudonymized_Nachname_190,Bern,Eingereicht,77b18ef9-2d56-4aa5-9a76-f607ed526a4a,pseudonymized_Telefonnummer_190,26.11.2022,pseudonymized_Vorname_190,8f92
Nicht verfügbar,Unknown,15.03.2022,LinkedIN Paid Post,sehr gut,gut,gut,pseudonymized_E-Mail_191,57809.87,29.05.2022,23.06.1973,100-110k,M,,,Séverine Huber,Event Coordinator,ecba818d-7efe-46d3-a76a-1a5c57fc7988,pseudonymized_Nachname_191,Zürich,Abgelehnt,466c11f2-0244-42e8-bdb1-a5d8e0bedf59,pseudonymized_Telefonnummer_191,28.06.2023,pseudonymized_Vorname_191,dc04
Bessere Kandidaten,"Pseudonymized, 4518 Waadt",09.06.2023,Organic search,genügend,genügend,genügend,pseudonymized_E-Mail_192,52973.69,11.03.2024,09.04.1968,110-120k,M,,,Margret Hasler,IT Manager,3d354440-ba61-461d-89c2-6b3c0d94fbfe,pseudonymized_Nachname_192,Luzern,Prescreening,37ac7d6e-6a53-4322-9eb0-4959763a37eb,pseudonymized_Telefonnummer_192,13.05.2024,pseudonymized_Vorname_192,cb63
Gehaltsvorstellungen zu hoch,"Pseudonymized, 8430 Aargau",23.07.2022,LinkedIN Jobslots,sehr gut,genügend,genügend,pseudonymized_E-Mail_193,69715.37,18.12.2023,13.02.1959,70-80k,F,,,Kristian Furrer,Database Administrator,6ab269c9-5c7f-4e0f-a1f6-2fd191859f76,pseudonymized_Nachname_193,Luzern,Eingereicht,ca0aa2ef-f270-49ac-a4f0-0a2512ef13e2,pseudonymized_Telefonnummer_193,09.09.2023,pseudonymized_Vorname_193,e478
Unzureichende Qualifikationen,"Pseudonymized, 1678 Tessin",21.04.2024,Direkt,sehr gut,Unknown,sehr gut,pseudonymized_E-Mail_194,88472.18,06.05.2024,06.11.1974,110-120k,F,,,Prof. Layla Küng,Marketing Manager,c8399b81-08b6-4c9f-aefd-8633329568e5,pseudonymized_Nachname_194,Zürich,1. Interview,1600852e-bfb5-4b47-9ef9-3d1bef1973e4,pseudonymized_Telefonnummer_194,30.04.2024,pseudonymized_Vorname_194,8d03
Gehaltsvorstellungen zu hoch,"Pseudonymized, 6144 Solothurn",03.04.2024,LinkedIN Paid Post,gut,sehr gut,sehr gut,pseudonymized_E-Mail_195,79999.42,25.04.2024,30.01.1992,110-120k,M,,,Hermine Hess,Accountant,fc5fe034-74d7-4374-be14-8c939a873e4a,pseudonymized_Nachname_195,Zürich,1. Interview,a07ededf-5a68-4344-b43f-3a1961591eb7,pseudonymized_Telefonnummer_195,01.06.2024,pseudonymized_Vorname_195,03b7
Andere,"Pseudonymized, 1716 Waadt",23.09.2020,Google Ads,gut,knapp ungenügend,deutlich ungenügend,pseudonymized_E-Mail_196,72363.35,13.08.2023,18.10.1965,120-130k,M,,,Irene Fuchs,Content Creator,d23384a9-24a1-4f93-9224-0e1bc6496d8f,pseudonymized_Nachname_196,Zürich,Abgelehnt,ef2e77a8-c850-4f78-a543-5c2f8d745b47,pseudonymized_Telefonnummer_196,09.05.2024,pseudonymized_Vorname_196,8576
Überqualifiziert,"Pseudonymized, 5566 Glarus",10.02.2020,LinkedIN Jobslots,deutlich ungenügend,gut,knapp ungenügend,pseudonymized_E-Mail_197,99383.84,18.06.2020,26.10.1980,90-100k,M,,,Joachim Kaiser,Budget Analyst,63e9b42b-cb45-4ad4-bf2d-8c7d3ee8a1df,pseudonymized_Nachname_197,Bern,Eingereicht,8ded07a3-8a95-4c14-b8ae-abf4bbce4459,pseudonymized_Telefonnummer_197,26.03.2021,pseudonymized_Vorname_197,9184
Gehaltsvorstellungen zu hoch,"Pseudonymized, 7802 Thurgau",08.01.2023,LinkedIN Paid Post,gut,sehr gut,knapp ungenügend,pseudonymized_E-Mail_198,84295.26,01.03.2023,14.05.1992,90-100k,F,,,Marijana Blaser Schuler,Accountant,b4a59e12-d6a4-44fc-bde1-95def2a54985,pseudonymized_Nachname_198,Zürich,Abgelehnt,177731bb-3d2a-4de2-8eb4-833080d5b7a8,pseudonymized_Telefonnummer_198,1900-01-01,pseudonymized_Vorname_198,7cd6
Überqualifiziert,"Pseudonymized, 1185 Nidwalden",04.10.2020,Google Ads,sehr gut,deutlich ungenügend,deutlich ungenügend,pseudonymized_E-Mail_199,50487.48,10.05.2024,23.08.1992,130-140k,F,,,Irene Fuchs,Content Creator,eca4a7f8-219a-4262-9b51-aaf84fddfbf1,pseudonymized_Nachname_199,Bern,Assessment,acf6f0ed-e6ea-470e-877f-947892ae70cb,pseudonymized_Telefonnummer_199,18.01.2023,pseudonymized_Vorname_199,972c
Unzureichende Qualifikationen,"Pseudonymized, 8988 Wallis",11.03.2020,LinkedIN Jobslots,sehr gut,sehr gut,genügend,pseudonymized_E-Mail_200,95474.27,30.10.2022,18.10.2002,110-120k,M,,,Irene Fuchs,Accountant,72608cfe-8c89-49c4-8638-50f84c1ef884,pseudonymized_Nachname_200,Bern,Angebot,4eb73750-4177-4e9d-9e31-2811ec420ffc,pseudonymized_Telefonnummer_200,04.02.2022,pseudonymized_Vorname_200,5984
Überqualifiziert,"Pseudonymized, 8588 Jura",21.10.2023,Direkt,knapp ungenügend,sehr gut,knapp ungenügend,pseudonymized_E-Mail_201,105164.99,06.11.2023,10.03.1976,130-140k,M,,,Zahra Hug Lutz,Software Engineer,b7ef539a-f63d-4e7b-a427-e172e1c0996e,pseudonymized_Nachname_201,Bern,Angebot,664a802b-f1a2-4fb6-b3a6-8c508d2faa0b,pseudonymized_Telefonnummer_201,28.05.2024,pseudonymized_Vorname_201,6080
Unzureichende Qualifikationen,"Pseudonymized, 1924 Genf",20.12.2020,Direkt,gut,gut,deutlich ungenügend,pseudonymized_E-Mail_202,63511.34,07.11.2023,03.03.1986,80-90k,F,,,Ghislaine Walter,IT Manager,0de28f67-0446-4d74-91b1-d7bd38cb97e1,pseudonymized_Nachname_202,Luzern,Assessment,89bd6305-eb5b-4879-a86e-783242a87f2b,pseudonymized_Telefonnummer_202,25.05.2022,pseudonymized_Vorname_202,eae0
Andere,"Pseudonymized, 1758 Appenzell Ausserrhoden",20.09.2020,Organic search,deutlich ungenügend,gut,Unknown,pseudonymized_E-Mail_203,75745.76,07.12.2022,1900-01-01,110-120k,M,,,Marijana Blaser Schuler,Event Coordinator,0dfebc56-533c-4dbf-a3e1-5bcc62f85b8c,pseudonymized_Nachname_203,Zürich,Prescreening,a85316a7-2e6c-4aea-b07e-7b6f1ac0ee9a,pseudonymized_Telefonnummer_203,20.01.2023,pseudonymized_Vorname_203,668b
Überqualifiziert,"Pseudonymized, 3027 Appenzell Ausserrhoden",02.02.2022,Meta,gut,genügend,gut,pseudonymized_E-Mail_204,81630.23,01.08.2022,11.10.1966,70-80k,M,,,Prof. Layla Küng,Content Creator,5eb8d205-d4b8-48d9-af91-2ad57ef6bdf6,pseudonymized_Nachname_204,Zürich,Prescreening,1de37971-d1df-41ed-840d-945c6faf9a08,pseudonymized_Telefonnummer_204,12.02.2022,pseudonymized_Vorname_204,2f1f
Zu wenig Erfahrung,"Pseudonymized, 7887 Zug",15.04.2022,LinkedIN Paid Post,sehr gut,gut,gut,pseudonymized_E-Mail_205,86206.12,1900-01-01,23.02.1985,90-100k,F,,,Hermine Hess,Software Engineer,734138fe-4a22-4d1c-8d92-2f4ddfd7229a,pseudonymized_Nachname_205,Bern,Prescreening,b62e3fe1-020e-4c85-9073-1370cfaa03ee,pseudonymized_Telefonnummer_205,21.07.2022,pseudonymized_Vorname_205,72aa
,"Pseudonymized, 1244 Uri",15.11.2020,Meta,sehr gut,sehr gut,sehr gut,pseudonymized_E-Mail_206,86185.67,17.12.2021,17.02.1990,60-70k,F,,,Séverine Huber,Financial Analyst,dbc0c7e1-a686-4729-8677-21f347898ead,pseudonymized_Nachname_206,Luzern,Abgelehnt,64e25a08-8419-4e39-a384-eab40b570cb6,pseudonymized_Telefonnummer_206,23.03.2023,pseudonymized_Vorname_206,b396
Andere,"Pseudonymized, 8590 Appenzell Ausserrhoden",27.02.2020,LinkedIN Jobslots,sehr gut,genügend,deutlich ungenügend,pseudonymized_E-Mail_207,69454.08,24.07.2023,08.10.1981,120-130k,M,,,Margret Hasler,Event Coordinator,3085d83b-f6a2-49a2-9600-e1ceeabc390e,pseudonymized_Nachname_207,Zürich,1. Interview,d0de5174-90bd-41bd-82ab-03e735bcb963,pseudonymized_Telefonnummer_207,14.10.2021,pseudonymized_Vorname_207,2c2f
Gehaltsvorstellungen zu hoch,"Pseudonymized, 8615 Zug",11.06.2021,LinkedIN Paid Post,knapp ungenügend,genügend,deutlich ungenügend,pseudonymized_E-Mail_208,119836.69,09.03.2024,24.12.2004,120-130k,F,,,Hermine Hess,Recruiter,17182551-c0ad-4371-8540-2cf23683bc42,pseudonymized_Nachname_208,Zürich,Prescreening,323814e9-7e26-463b-9847-0d4f7cc2d699,pseudonymized_Telefonnummer_208,1900-01-01,pseudonymized_Vorname_208,24f1
Überqualifiziert,"Pseudonymized, 6157 Basel-Stadt",01.08.2023,Meta,sehr gut,genügend,knapp ungenügend,pseudonymized_E-Mail_209,61051.33,03.05.2024,11.01.1997,70-80k,F,,,Marijana Blaser Schuler,Brand Manager,25e12b17-d17c-47b1-b759-ff939865c086,pseudonymized_Nachname_209,Bern,Abgelehnt,3048b256-322c-4d30-89da-e8378122505f,pseudonymized_Telefonnummer_209,02.03.2024,pseudonymized_Vorname_209,85bd
Andere,"Pseudonymized, 2157 Luzern",11.12.2020,LinkedIN Jobslots,genügend,genügend,deutlich ungenügend,pseudonymized_E-Mail_210,118274.92,16.06.2021,23.08.1977,>140k,M,,,Prof. Layla Küng,Network Administrator,4f3e106b-c99f-4e51-891f-54bfa3a492a0,pseudonymized_Nachname_210,Bern,1. Interview,74f60acc-6f8a-4ab3-a02e-d47486df70e3,pseudonymized_Telefonnummer_210,15.06.2023,pseudonymized_Vorname_210,af1f
Unzureichende Qualifikationen,Unknown,05.09.2023,LinkedIN Jobslots,gut,deutlich ungenügend,gut,pseudonymized_E-Mail_211,134666.0,24.10.2023,28.02.2001,>140k,,,,Marijana Blaser Schuler,SEO Specialist,869b06b4-dba5-4b21-a6e6-184777bbea6c,pseudonymized_Nachname_211,Zürich,1. Interview,239bfa4f-5acf-4f36-827c-07aea086fd58,pseudonymized_Telefonnummer_211,02.12.2023,pseudonymized_Vorname_211,0c8c
Überqualifiziert,"Pseudonymized, 8345 Glarus",28.01.2022,Google Ads,deutlich ungenügend,gut,gut,pseudonymized_E-Mail_212,85217.61,13.05.2022,07.07.1997,70-80k,F,,,Margret Hasler,IT Manager,6965cfcc-0831-4833-9d42-6ae02b18fd33,pseudonymized_Nachname_212,Bern,Angebot,856b403c-4862-4a64-8669-bbe0dcd1eb2b,pseudonymized_Telefonnummer_212,25.08.2023,pseudonymized_Vorname_212,ef42
,"Pseudonymized, 8104 Aargau",05.09.2023,Headhunter,deutlich ungenügend,Unknown,sehr gut,pseudonymized_E-Mail_213,84820.62,12.03.2024,04.05.1986,80-90k,M,Tanner-Stadelmann,Jasin Näf,Margret Hasler,Event Coordinator,28a94a1f-c1a0-442f-bf4a-d2ecde8a2073,pseudonymized_Nachname_213,Zürich,Prescreening,a1dbb182-5687-47d9-8750-e838a63297e5,pseudonymized_Telefonnummer_213,23.02.2024,pseudonymized_Vorname_213,1daf
Zu wenig Erfahrung,"Pseudonymized, 3711 Bern",28.11.2020,Meta,sehr gut,sehr gut,gut,pseudonymized_E-Mail_214,95309.62,13.08.2022,12.03.1984,90-100k,M,,,Irene Fuchs,Marketing Manager,8f4aa1de-f2cd-4508-839f-a802cda82da4,pseudonymized_Nachname_214,Luzern,Prescreening,803d15fc-f20f-4c2d-a9f6-c2aa0a271bda,pseudonymized_Telefonnummer_214,01.04.2024,pseudonymized_Vorname_214,af40
Überqualifiziert,"Pseudonymized, 1969 Uri",22.03.2020,LinkedIN Paid Post,gut,sehr gut,deutlich ungenügend,pseudonymized_E-Mail_215,78532.94,01.06.2023,08.03.1965,130-140k,F,,,Ghislaine Walter,Financial Analyst,369665a7-67ae-45f3-b143-38106d9c06e1,pseudonymized_Nachname_215,Zürich,Prescreening,c26597e8-6328-480d-bf61-293010666df3,pseudonymized_Telefonnummer_215,03.04.2021,pseudonymized_Vorname_215,2578
Gehaltsvorstellungen zu hoch,"Pseudonymized, 7129 Jura",02.09.2023,Direkt,knapp ungenügend,deutlich ungenügend,gut,pseudonymized_E-Mail_216,102026.75,05.12.2023,03.10.1968,90-100k,F,,,Margret Hasler,Accountant,13509a55-fa2f-4309-bf26-5f50916fbbeb,pseudonymized_Nachname_216,Zürich,Assessment,051fec49-ca88-48de-bcee-1cbf692fe50c,pseudonymized_Telefonnummer_216,20.03.2024,pseudonymized_Vorname_216,ed0a
Bessere Kandidaten,"Pseudonymized, 5062 Luzern",24.02.2023,Headhunter,deutlich ungenügend,deutlich ungenügend,sehr gut,pseudonymized_E-Mail_217,134360.86,24.02.2023,1900-01-01,90-100k,M,Ziegler Inc,Teresa Schneider,Manon Bättig,Brand Manager,623807d8-8b8d-4475-b54c-a0255e19d13d,pseudonymized_Nachname_217,Bern,Eingereicht,e488523f-ddbc-4ae8-8f1b-d5d81ab1d8da,pseudonymized_Telefonnummer_217,13.04.2024,pseudonymized_Vorname_217,3a31
Nicht verfügbar,"Pseudonymized, 3096 Bern",13.04.2022,Meta,sehr gut,knapp ungenügend,deutlich ungenügend,pseudonymized_E-Mail_218,100298.17,28.06.2022,24.10.1983,70-80k,M,,,Manon Bättig,Copywriter,f0e8e7c4-f134-449a-9b23-1f2a85cb12d5,pseudonymized_Nachname_218,Luzern,Prescreening,dab2fb74-2f63-4bae-9373-1cf0ac5d376f,pseudonymized_Telefonnummer_218,14.09.2023,pseudonymized_Vorname_218,d9e6
Bessere Kandidaten,"Pseudonymized, 7492 Schaffhausen",22.05.2021,Google Ads,sehr gut,genügend,Unknown,pseudonymized_E-Mail_219,,12.10.2021,27.04.1997,90-100k,M,,,Wanda Giger,Database Administrator,b204034c-04f5-4914-bf9d-5bc9524d5984,pseudonymized_Nachname_219,Luzern,Eingereicht,0ee4e00e-87f3-49a5-8d6f-cd6a8d233fc1,pseudonymized_Telefonnummer_219,29.12.2022,pseudonymized_Vorname_219,3da1
Zu wenig Erfahrung,"Pseudonymized, 4539 St. Gallen",25.03.2024,LinkedIN Jobslots,genügend,deutlich ungenügend,deutlich ungenügend,pseudonymized_E-Mail_220,100725.51,04.06.2024,18.12.1988,80-90k,M,,,Margret Hasler,Marketing Manager,b76bf199-4af8-47b4-9df9-6237be5faa6b,pseudonymized_Nachname_220,Bern,Assessment,cecea8f1-9055-4394-a879-f08bd1081f47,pseudonymized_Telefonnummer_220,28.03.2024,pseudonymized_Vorname_220,8dcc
Unvollständige Bewerbung,"Pseudonymized, 4843 Basel-Landschaft",27.12.2022,LinkedIN Jobslots,knapp ungenügend,deutlich ungenügend,deutlich ungenügend,pseudonymized_E-Mail_221,138927.17,27.01.2023,02.04.1966,110-120k,F,,,Greta Berger-Eichenberger,Brand Manager,e7249e7a-2d81-49b4-bdf2-05a23cfc63e1,pseudonymized_Nachname_221,Luzern,Prescreening,fc393cc6-a1ad-41a4-8b6c-8bda901a021e,pseudonymized_Telefonnummer_221,21.10.2023,pseudonymized_Vorname_221,be54
Andere,"Pseudonymized, 6695 Freiburg",19.05.2020,Google Ads,genügend,sehr gut,sehr gut,pseudonymized_E-Mail_222,106057.82,12.01.2022,04.07.1981,110-120k,M,,,Séverine Huber,Graphic Designer,e54bc2c3-5c06-4cb6-bae7-74781dee250b,pseudonymized_Nachname_222,Luzern,Eingereicht,e6e1dc09-adcb-4d99-b994-37e6f0617257,pseudonymized_Telefonnummer_222,02.03.2023,pseudonymized_Vorname_222,d85a
Überqualifiziert,"Pseudonymized, 6247 Appenzell Innerrhoden",09.09.2022,Headhunter,knapp ungenügend,sehr gut,knapp ungenügend,pseudonymized_E-Mail_223,81672.63,24.10.2023,1900-01-01,50-60k,M,Ziegler Inc,Teresa Schneider,Ghislaine Walter,Social Media Manager,73c4c392-eb2c-48a4-a3be-c4f051d6456e,pseudonymized_Nachname_223,Bern,Prescreening,12e77aa3-2c41-4474-9611-0e823a6d7353,pseudonymized_Telefonnummer_223,14.06.2023,pseudonymized_Vorname_223,391a
Unvollständige Bewerbung,"Pseudonymized, 2768 Luzern",14.07.2021,Headhunter,sehr gut,gut,genügend,pseudonymized_E-Mail_224,78128.95,31.12.2022,08.10.1997,120-130k,,Haas-Näf,Remo Bernasconi,Manon Bättig,SEO Specialist,770ef754-aa8a-438f-9f88-34863ea277df,pseudonymized_Nachname_224,Luzern,Abgelehnt,0cfe8cac-15cb-4b3a-80a3-3e5c97d9f16d,pseudonymized_Telefonnummer_224,20.03.2024,pseudonymized_Vorname_224,45a5
Unzureichende Qualifikationen,"Pseudonymized, 4794 Uri",05.12.2023,Meta,gut,genügend,knapp ungenügend,pseudonymized_E-Mail_225,,15.04.2024,29.05.1969,60-70k,F,,,Irene Fuchs,Software Engineer,0dbf3676-f901-4d23-9a22-9fb58035ddd0,pseudonymized_Nachname_225,Luzern,Assessment,f8900d37-7ecf-4d35-9035-afabafd758d5,pseudonymized_Telefonnummer_225,03.02.2024,pseudonymized_Vorname_225,3571
Überqualifiziert,"Pseudonymized, 2396 St. Gallen",18.04.2021,Google Ads,gut,sehr gut,deutlich ungenügend,pseudonymized_E-Mail_226,78449.82,18.03.2024,14.01.1996,90-100k,M,,,Séverine Huber,Social Media Manager,e24d045b-e14c-4121-8df7-74f1466772a4,pseudonymized_Nachname_226,Luzern,Angebot,e251a583-fdfb-40ec-baee-938688e17a81,pseudonymized_Telefonnummer_226,27.11.2022,pseudonymized_Vorname_226,1123
Nicht verfügbar,"Pseudonymized, 7992 Freiburg",01.03.2023,Google Ads,knapp ungenügend,deutlich ungenügend,deutlich ungenügend,pseudonymized_E-Mail_227,72943.9,26.04.2024,04.10.1980,110-120k,F,,,Margret Hasler,Software Engineer,8d9fe16c-a3ad-464c-b30d-ad69d0f546dd,pseudonymized_Nachname_227,Bern,Abgelehnt,d17edba3-87e7-4384-a682-c35342300417,pseudonymized_Telefonnummer_227,17.04.2024,pseudonymized_Vorname_227,4925
Zu wenig Erfahrung,"Pseudonymized, 4416 Uri",12.03.2020,LinkedIN Jobslots,genügend,knapp ungenügend,sehr gut,pseudonymized_E-Mail_228,97498.96,08.09.2020,23.06.1993,>140k,M,,,Marijana Blaser Schuler,Brand Manager,53fe868c-4812-4f13-9e7d-e9ee7b60c8c5,pseudonymized_Nachname_228,Bern,Assessment,7d2a2a16-3e9e-4de5-ba59-428c74b9705e,pseudonymized_Telefonnummer_228,04.03.2022,pseudonymized_Vorname_228,86d5
